# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
356;Rechtsgrundlage gem. Polizeigesetz;Rechtsgrundlage gem. Polizeigesetz;ZIR;V1.4;20210813

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular;Kategorie
356_868;§ 48 Abs. 1 PolG BW;NULL;1;0;NULL;;besondere Formen des Datenabgleichs (Rasterfahndung);2021-01-01;;;
356_869;§ 59 Abs. 1 PolG BW;NULL;1;0;NULL;;Datenübermittlung innerhalb der Polizei (Baden-Württemberg);2021-01-01;;;
356_87;§ 27a Abs. 3 PolG BW;0;1;0;NULL;;Wohnungsverweis / Rückkehrverbot / Annäherungsverbot;;2020-12-31;;
356_88;§ 28 Abs. 1 Nr. 1 PolG BW;0;1;0;NULL;;Gewahrsam (Präventivgewahrsam oder Beseitigungsgewahrsam);;2020-12-31;;
356_890;§ 59 Abs. 2 PolG BW;NULL;1;0;NULL;;Datenübermittlung mit anderen Polizeien (Bund und Länder);2021-01-01;;;
356_891;§ 59 Abs. 3 PolG BW;NULL;1;0;NULL;;Datenübermittlung an sonstige öffentliche Stellen;2021-01-01;;;
356_892;§ 61 Abs. 1 PolG BW;NULL;1;0;NULL;;Datenübermittlung im internationalen Bereich;2021-01-01;;;
356_893;§ 60 Abs. 1 PolG BW;NULL;1;0;NULL;;Datenübermittlung an Mitgliedstaaten der Europäischen Union;2021-01-01;;;
356_894;§ 42 Abs. 1 PolG BW;NULL;1;0;NULL;;Zuverlässigkeitsüberprüfung;2021-01-01;;;
356_895;§ 44 Abs. 5 PolG BW;NULL;1;0;NULL;;Bodycam;2021-01-01;;;
356_896;§ 44 Abs. 9 PolG BW;NULL;1;0;NULL;;Bildübertragung;2021-01-01;;;
356_897;§ 45 Abs. 1 PolG BW;NULL;1;0;NULL;;Aufzeichnung eingehender Telefonanrufe;2021-01-01;;;
356_898;§ 47 Abs. 1 PolG BW;NULL;1;0;NULL;;Datenabgleich;2021-01-01;;;
356_899;§ 52 Abs. 1 PolG BW;NULL;1;0;NULL;;Bestandsdatenauskunft;2021-01-01;;;
356_9;§ 42 Abs. 1 BKAG;0;1;0;NULL;;Identitätsfeststellung;;;;4
356_90;§ 28 Abs. 1 Nr. 2 PolG BW;0;1;0;NULL;;Gewahrsam (Schutzgewahrsam);;2020-12-31;;
356_900;§ 55 Abs. 1 PolG BW;NULL;1;0;NULL;;Handyortung (Stille SMS);2021-01-01;;;
356_901;§ 57 Abs. 1 PolG BW;NULL;1;0;NULL;;Datenverarbeitung zu Zwecken der wissenschaftlichen Forschung;2021-01-01;;;
356_902;§ 58 Abs. 1 PolG BW;NULL;1;0;NULL;;Aus- / Fortbildung / Statistiken;2021-01-01;;;
356_903;§ 58 Abs. 2 PolG BW;NULL;1;0;NULL;;Vorgangsverwaltung;2021-01-01;;;
356_904;§ 15 SOG;NULL;1;0;NULL;;Durchsuchung und Untersuchung von Personen;2020-01-24;;;
356_905;§ 14 PolDVG;NULL;1;0;NULL;;Datenverarbeitung zur Vorbereitung auf die Hilfeleistung in Gefahrenfällen;2019-12-12;;;
356_906;§ 15 PolDVG;NULL;1;0;NULL;;Datenverarbeitung bei Notrufen, Aufzeichnung von Anrufen und Funkverkehr;2019-12-12;;;
356_907;§ 21 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch den verdeckten Einsatz technischer Mittel (Bild- und Tonaufnahmen sowie Ortungstechnik);2019-12-12;;;
356_908;§ 24 PolDVG;NULL;1;0;NULL;;Telekommunikationsüberwachung an informationstechnischen Systemen;2019-12-12;;;
356_909;§ 27 PolDVG;NULL;1;0;NULL;;Bestandsdatenverarbeitung;2019-12-12;;;
356_91;§ 28 Abs. 1 Nr. 3 PolG BW;0;1;0;NULL;;Gewahrsam (Identitätsgewahrsam);;2020-12-31;;
356_910;§ 28 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch den Einsatz von Personen, deren Zusammenarbeit mit der Polizei Dritten nicht bekannt ist;2019-12-12;;;
356_911;§ 29 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch den Einsatz Verdeckter Ermittler;2019-12-12;;;
356_912;§ 30 PolDVG;NULL;1;0;NULL;;Elektronische Aufenthaltsüberwachung;2019-12-12;;;
356_913;§ 31 PolDVG;NULL;1;0;NULL;;Polizeiliche Beobachtung, gezielte Kontrolle;2019-12-12;;;
356_914;§ 33 PolDVG;NULL;1;0;NULL;;Opferschutzmaßnahmen (legendierte Personalien, Verareitung von pbD Dritter - letzteres ist hier relevant);2019-12-12;;;
356_915;§ 11 PolDVG;NULL;1;0;NULL;;Voraussetzungen der Datenerhebung;2019-12-12;;;
356_916;§ 12 PolDVG;NULL;1;0;NULL;;Befragung und Auskunftspflicht;2019-12-12;;;
356_917;§ 13 PolDVG;NULL;1;0;NULL;;Identitätsfeststellung und Prüfung von Berechtigungsscheinen;2019-12-12;;;
356_918;§ 16 PolDVG;NULL;1;0;NULL;;Erkennungsdienstliche Maßnahmen und Identifizierung unbekannter Toter durch DNA-Material;2019-12-12;;;
356_919;§ 17 PolDVG;NULL;1;0;NULL;;Aufnahmen von Lichtbildern in Gewahrsamseinrichtungen;2019-12-12;;;
356_92;§ 29 PolG BW;0;1;0;NULL;;Durchsuchung von Personen;;2020-12-31;;
356_920;§ 18 PolDVG;NULL;1;0;NULL;;Datenverarbeitung im öffentlichen Raum und an besonders gefährdeten Objekten (versch. Videromaßnahmen);2019-12-12;;;
356_921;§ 19 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch den Einsatz von automatischen Kennzeichenlesesystemen;2019-12-12;;;
356_922;§ 20  Abs. 1 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch (längerfristige) Observation;2019-12-12;;;
356_923;§ 22 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch den verdeckten Einsatz technischer Mittel in oder aus Wohnungen;2019-12-12;;;
356_924;§ 23 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch Telekommunikationsüberwachung und Eingriff in die Telekommunikation;2019-12-12;2019-12-24;;
356_925;§ 25 PolDVG;NULL;1;0;NULL;;Verkehrsdatenverarbeitung, Nutzungsdatenverarbeitung und Einsatz besonderer technischer Mittel zur Datenerhebung;2019-12-12;2019-12-24;;
356_926;§ 54 Abs. 1 Nr. 1 PolG BW;NULL;1;0;NULL;;Datenerhebung nach dem Telekommunikationsgesetz und Telemediengesetz (Abruf von Verkehrsdaten);2021-01-01;;;
356_927;§ 54 Abs. 1 Nr. 2 PolG BW;NULL;1;0;NULL;;präventive TKÜ;2021-01-01;;;
356_928;§ 54 Abs. 2 Nr. 1 PolG BW;NULL;1;0;NULL;;Quellen-TKÜ;2021-01-01;;;
356_929;§ 54 Abs. 2 Nr. 2 PolG BW;NULL;1;0;NULL;;Online-Durchsuchung;2021-01-01;;;
356_93;§ 30 PolG BW;NULL;1;0;NULL;;Durchsuchung von Sachen;;2020-12-31;;
356_930;§ 10a Abs. 1, 2 SPolG;NULL;1;0;NULL;;Identitätsfeststellung durch DNA-Analyse;;;;
356_931;§ 10a Abs. 3 SPolG;NULL;1;0;NULL;;Vorsorgespeicherung von DNA-Identifizierungsmuster;;;;
356_932;§ 28 Abs. 2 Nr. 1 SPolG;NULL;1;0;NULL;;(kurzfristige) Observation;;2020-12-30;;
356_933;§ 28 Abs. 2 Nr. 1, Abs. 3 SPolG;NULL;1;0;NULL;;längerfristige Observation;;2020-12-30;;
356_934;§ 28 Abs. 2 Nr. 2 Alt. 1 SPolG;NULL;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (insb. Bildaufnahmen oder -aufzeichnungen);;2020-12-30;;
356_935;§ 28 Abs. 2 Nr. 2 Alt. 2 SPolG;NULL;1;0;NULL;;akustische Überwachung mit technischen Mitteln außerhalb von Wohnungen;;2020-12-30;;
356_936;§ 28 Abs. 2 Nr. 3 SPolG;NULL;1;0;NULL;;Vertrauenspersonen und Informanten;;2020-12-30;;
356_937;§ 28 Abs. 2 Nr. 4 SPolG;NULL;1;0;NULL;;Verdeckte Ermittler;;2020-12-30;;
356_938;§ 28b Abs. 1 SPolG;NULL;1;0;NULL;;Überwachung und Aufzeichnung der Telekommunikation;;2020-12-30;;
356_939;§ 28b Abs. 3 SPolG;NULL;1;0;NULL;;Identifizierung von Mobilfunkkarten und -endgeräten (IMSI-Catcher);;2020-12-30;;
356_94;§ 31 Abs. 1 PolG BW (gültig bis 31.12.2020);0;1;0;NULL;;Betreten von Wohnungen;;2020-12-31;;
356_940;§ 28c Abs. 1 SPolG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Verkehrsdaten und Standortdaten);;2020-12-30;;
356_941;§ 28c Abs. 2 SPolG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Bestandsdaten);;2020-12-30;;
356_942;SPolDVG;NULL;1;0;NULL;;Saarländisches Gesetz über die Verarbeitung personenbezogener Daten durch die Polizei;2020-12-31;;;
356_943;§ 3 SPolDVG;NULL;1;0;NULL;;allgemeine Grundsätze für die Verarbeitung personenbezogener Daten;2020-12-31;;;
356_944;§ 18 SPolDVG;NULL;1;0;NULL;;Erhebung personenbezogener Daten;2020-12-31;;;
356_945;§ 32 SPolDVG;NULL;1;0;NULL;;offene Bild- und Tonaufzeichnungen;2020-12-31;;;
356_946;§ 31 Abs. 2 Nr. 1 SPolDVG;NULL;1;0;NULL;;(Kurzfristige) Observation;2020-12-31;;;
356_947;§§ 31 Abs. 2 Nr. 1, Abs. 3 Nr. 1 SPolDVG;NULL;1;0;NULL;;längerfristige Observation;2020-12-31;;;
356_948;§ 31 Abs. 2 Nr. 2 SPolDVG;NULL;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (insb. zur Anfertigung von Bildaufnahmen oder -aufzeichnungen);2020-12-31;;;
356_949;§§ 31 Abs. 2 Nr. 2, Abs. 3 Nr. 2a SPolDVG;NULL;1;0;NULL;;längerfristiger Einsatz technischer Mittel außerhalb von Wohnungen (insb. zur Anfertigung von Bildaufnahmen oder -aufzeichnungen);2020-12-31;;;
356_95;§ 31 Abs. 2 PolG BW (gültig bis 31.12.2020);0;1;0;NULL;;Durchsuchung von Wohnungen;;2020-12-31;;
356_950;§ 31 Abs. 2 Nr. 2 SPolDVG;NULL;1;0;NULL;;Akustische Überwachung (Abhören und Aufzeichnen des gesprochenen Wortes) mit technischen Mitteln außerhalb von Wohnungen;2020-12-31;;;
356_951;§§ 31 Abs. 2 Nr. 2, Abs. 3 Nr. 2b SPolDVG;NULL;1;0;NULL;;längerfristige akustische Überwachung (Abhören und Aufzeichnen des gesprochenen Wortes) mit technischen Mitteln außerhalb von Wohnungen;2020-12-31;;;
356_952;§ 31 Abs. 2 Nr. 3 SPolDVG;NULL;1;0;NULL;;Vertrauenspersonen und Informanten;2020-12-31;;;
356_953;§§ 31 Abs. 2 Nr. 3, Abs. 3 Nr. 3 SPolDVG;NULL;1;0;NULL;;Vertrauenspersonen und Informanten, bei denen sich der Einsatz gegen eine bestimmte Person richtet oder bei denen eine Wohnung betreten wird, die nicht allgemein zugänglich ist;2020-12-31;;;
356_954;§ 31 Abs. 2 Nr. 4 SPolDVG;NULL;1;0;NULL;;Verdeckte Ermittler;2020-12-31;;;
356_955;§§ 31 Abs. 2 Nr. 4, Abs. 3 Nr. 3 SPolDVG;NULL;1;0;NULL;;Verdeckte Ermittler, bei denen sich der Einsatz gegen eine bestimmte Person richtet oder bei denen eine Wohnung betreten wird, die nicht allgemein zugänglich ist;2020-12-31;;;
356_956;§ 31 Abs. 2 Nr. 5 SPolDVG;NULL;1;0;NULL;;sonstige besondere für Observationszwecke bestimmte technische Mittel zur Erforschung des Sachverhalts oder zur Bestimmung des Aufenthaltsortes einer in § 17 Abs. 2 Nr. 1 oder 2 SPolDVG genannten Person;2020-12-31;;;
356_957;§§ 31 Abs. 2 Nr. 5, Abs. 3 Nr. 1 SPolDVG;NULL;1;0;NULL;;längerfristiger Einsatz von sonstige besondere für Observationzwecke bestimmte technische Mittel zur Erforschung des Sachverhalts oder zur Bestimmung des Aufenthaltortes einer in § 17 Abs. 2 Nr. 1 oder 2 SPolDVG genannten Person;2020-12-31;;;
356_958;§§ 35 Abs. 1 SPolDVG;NULL;1;0;NULL;;Überwachung und Aufzeichnung der Telekommunikation;2020-12-31;;;
356_959;§§ 35 Abs. 2 SPolDVG;NULL;1;0;NULL;;Quellen-TKÜ;2020-12-31;;;
356_96;§ 31 Abs. 3 PolG BW;0;1;0;NULL;;Durchsuchung von Gebäude / Gebäudegruppe;;2020-12-31;;
356_960;§ 35 Abs. 3 SPolDVG;NULL;1;0;NULL;;Identifizierung und Lokalisierung von Mobilfunkkarten und -endgeräten (IMSI-Catcher);2020-12-31;;;
356_961;§ 35 Abs. 3 S. 2, Abs. 4 S. 7 SPolDVG;NULL;1;0;NULL;;Feststellung des Aufenthaltsortes einer vermissten, suizidgefährdeten oder sonstigen hilflosen oder an Leib oder Leben gefährdeten Person;2020-12-31;;;
356_962;§ 36 Abs. 1 S. 1 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Verkehrsdatenabfrage allgemein);2020-12-31;;;
356_963;§ 36 Abs. 1 S. 2 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Verkehrsdatenabfrage zur Bestimmung des Standorts einer Person);2020-12-31;;;
356_964;§ 36 Abs. 2 S. 1 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Bestandsdatenabfrage nach dem Telekommunikationsgesetz und Anschlussinhaberfeststellung);2020-12-31;;;
356_965;§ 36 Abs. 2 S. 2 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (PIN-Super-PIN, PUK-Abfrage und Passwortabfrage);2020-12-31;;;
356_966;§ 36 Abs. 3 S. 1 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Bestandsdatenabfrage nach dem Telemediengesetz);2020-12-31;;;
356_967;§ 36 Abs. 3 S. 2 und 3 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (Nutzungsdatenabfrage nach dem Telemediengesetz);2020-12-31;;;
356_968;§ 36 Abs. 4 i. V. m. Abs. 2 oder Abs. 3 SPolDVG;NULL;1;0;NULL;;Erhebung von Telekommunikationsdaten (unter Verwendung einer bereits bekannten dynamischen IP);2020-12-31;;;
356_969;§ 37 SPolDVG;NULL;1;0;NULL;;Unterbrechung von Telekommunikationsverbindungen;2020-12-31;;;
356_97;§ 31 Abs. 6 PolG BW;0;1;0;NULL;;Betreten von Arbeits-, Betriebs- und Geschäftsräumen;;2020-12-31;;
356_970;§ 21 SPolDVG;NULL;1;0;NULL;;Speicherung, Veränderung und Verwendung personenbezogener Daten;2020-12-31;;;
356_971;§ 40 SPolDVG;NULL;1;0;NULL;;polizeiliche Beobachtung;2020-12-31;;;
356_972;§ 44 SPolDVG;NULL;1;0;NULL;;Übermittlung personenbezogener Daten zwischen Polizeibehörden;2020-12-31;;;
356_973;§ 45 SPolDVG;NULL;1;0;NULL;;Übermittlung personenbezogener Daten an Behörden, öffentliche oder sonstige Stellen;2020-12-31;;;
356_974;§ 47 SPolDVG;NULL;1;0;NULL;;Verarbeitung personenbezogener Daten, die im Rahmen der polizeilichen und justiziellen Zusammenarbeit in Strafsachen zwischen den Mitgliedstaaten der Europäischen Union übermittelt worden sind;2020-12-31;;;
356_975;§ 28 Abs. 1, Abs. 2 SPolDVG;NULL;1;0;NULL;;Abgleich personenbezogener Daten;2020-12-31;;;
356_976;§ 28 Abs. 3 SPolDVG;NULL;1;0;NULL;;Zuverlässigkeitsüberprüfung;2020-12-31;;;
356_977;§ 29 SPolDVG;NULL;1;0;NULL;;besondere Formen des Abgleichs personenbezogener Daten;2020-12-31;;;
356_978;§ 34 Abs. 1 SPolDVG;NULL;1;0;NULL;;Erhebung personenbezogener Daten in oder aus Wohnungen;2020-12-31;;;
356_979;§ 34 Abs. 3 SPolDVG;NULL;1;0;NULL;;Erhebung personenbezogener Daten in Wohnungen unter Einsatz verdeckter technischer Mittel zur Eigensicherung;2020-12-31;;;
356_98;§ 32 PolG BW;0;1;0;NULL;;Sicherstellung;;2020-12-31;;
356_980;§ 38 SPolDVG;NULL;1;0;NULL;;elektronische Aufenthaltsüberwachung;2020-12-31;;;
356_981;§ 11a SOG;NULL;1;0;NULL;;Meldeauflage;2019-12-24;;;
356_982;§ 12 SächsPVDG;NULL;1;0;NULL;;allgemeine Befugnisse;2020-01-01;;;4
356_983;§ 13 SächsPVDG;NULL;1;0;NULL;;Befragung, Auskunftspflicht - Grunddaten;2020-01-01;;;4
356_984;§ 14 SächsPVDG;NULL;1;0;NULL;;Vorladung;2020-01-01;;;4
356_985;§ 15 SächsPVDG;NULL;1;0;NULL;;Identitätsfeststellung, Prüfung von Berechtigungsscheinen;2020-01-01;;;4
356_986;§ 16 SächsPVDG;NULL;1;0;NULL;;erkennungsdienstliche Maßnahmen ohne Einwilligung des Betroffenen;2020-01-01;;;4
356_987;§ 17 SächsPVDG;NULL;1;0;NULL;;medizinische und molekulargenetische Untersuchungen;2020-01-01;;;4
356_988;§ 18 SächsPolG;NULL;1;0;NULL;;Befragung, Vorladung, Vernehmung;;2019-12-31;;4
356_989;§ 18 SächsPVDG;NULL;1;0;NULL;;Platzverweis;2020-01-01;;;4
356_99;§ 33 PolG BW;0;1;0;NULL;;Beschlagnahme;;2020-12-31;;
356_990;§ 19 SächsPolG;NULL;1;0;NULL;;Identitätsfeststellung;;2019-12-31;;4
356_991;§ 19 SächsPVDG;NULL;1;0;NULL;;Wohnungsverweisung und Kontaktverbot;2020-01-01;;;4
356_992;§ 19a SächsPolG;NULL;1;0;NULL;;anlassbezogene mobile automatisierte Kennzeichenerkennung;;2019-12-31;;4
356_993;§ 20 Abs. 4 PolDVG;NULL;1;0;NULL;;Datenverarbeitung durch kurzfristige Observation;2019-12-24;;;
356_994;§ 20 SächsPolG;NULL;1;0;NULL;;erkennungsdienstliche Maßnahmen;;2019-12-31;;4
356_995;§ 20 SächsPVDG;NULL;1;0;NULL;;Meldeauflagen;2020-01-01;;;4
356_996;§ 21 SächsPolG;NULL;1;0;NULL;;Platzverweis, Aufenthaltsverbot, Wohnungsverweisung;;2019-12-31;;4
356_997;§ 21 SächsPVDG;NULL;1;0;NULL;;Aufenthaltsanordnung und Kontaktverbot;2020-01-01;;;4
356_998;§ 22 SächsPolG;NULL;1;0;NULL;;Gewahrsam;;2019-12-31;;4
356_999;§ 22 SächsPVDG;NULL;1;0;NULL;;Gewahrsam;2020-01-01;;;4
